 MC-cycles  Accepted_Steps      Dimensions       Particles      Steplength           alpha          dalpha            beta           dbeta          Energy        Variance            Time
    262144          262079               3               1            0.01             0.3        -2.70965               1       -0.296957         1.69962        0.433543       0.0742218
    262144          262008               3               1            0.01        0.570965        0.363561               1       0.0686709         1.50848       0.0276309       0.0744845
    262144          262018               3               1            0.01        0.534609        0.180732               1       0.0342449         1.50353      0.00647135       0.0723157
    262144          262022               3               1            0.01        0.516535       0.0944592               1           0.016          1.5014      0.00158774       0.0722206
    262144          262024               3               1            0.01        0.507089       0.0415983               1      0.00690157         1.50026        0.000297       0.0720652
    262144          262011               3               1            0.01         0.50293       0.0162918               1      0.00256776         1.50025     4.78688e-05       0.0721469
    262144          262040               3               1            0.01          0.5013      0.00727006               1      0.00118284         1.50011     9.46657e-06       0.0719753
    262144          262014               3               1            0.01        0.500573       0.0036285               1       0.0005737         1.49999      2.0819e-06       0.0872107
    262144          262025               3               1            0.01        0.500211      0.00122293               1     0.000206318         1.50001     2.57585e-07       0.0746951
    262144          262026               3               1            0.01        0.500088     0.000545099               1     9.61303e-05             1.5     4.81327e-08       0.0749853
    262144          262013               3               1            0.01        0.500034     0.000195764               1     3.66402e-05             1.5     6.61357e-09       0.0748364
    262144          262030               3               1            0.01        0.500014     8.35066e-05               1     1.41468e-05             1.5     1.18644e-09       0.0727066
    262144          262013               3               1            0.01        0.500006     3.45402e-05               1     5.72787e-06             1.5     2.02235e-10       0.0719081
    262144          262017               3               1            0.01        0.500002      1.3908e-05               1     2.33911e-06             1.5     3.33724e-11       0.0723568
    262144          262033               3               1            0.01        0.500001     6.27697e-06               1     9.31029e-07             1.5     6.37401e-12       0.0735092
